Date,Open,High,Low,Close
2001-05-03,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-05-04,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-05-07,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-05-08,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-05-09,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-05-10,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-05-11,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-05-14,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-05-15,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-05-16,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-05-17,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-05-18,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-05-21,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-05-22,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-05-23,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-05-24,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-05-25,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-05-28,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-05-29,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-05-30,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-05-31,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-06-01,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-06-04,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-06-05,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-06-06,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-06-07,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-06-08,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-06-11,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-06-12,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-06-13,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-06-14,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-06-15,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-06-18,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-06-19,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-06-20,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-06-21,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-06-22,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-06-25,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-06-26,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-06-27,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-06-28,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-06-29,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-07-02,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-07-03,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-07-04,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-07-05,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-07-06,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-07-09,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-07-10,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-07-11,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-07-12,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-07-13,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-07-16,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-07-17,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-07-18,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-07-19,29.241369247436523,29.241369247436523,29.241369247436523,29.241369247436523
2001-07-20,25.14757804362369,29.241369247436523,24.855164864287985,29.241369247436523
2001-07-23,29.24136879478066,29.24136879478066,27.779300689697266,27.779300689697266
2001-07-24,27.779300689697266,27.779300689697266,27.779300689697266,27.779300689697266
2001-07-25,27.779300689697266,27.779300689697266,27.779300689697266,27.779300689697266
2001-07-26,27.779300689697266,27.779300689697266,27.779300689697266,27.779300689697266
2001-07-27,27.779300689697266,27.779300689697266,27.779300689697266,27.779300689697266
2001-07-30,33.62757785771267,40.93791893022606,33.62757785771267,38.0137825012207
2001-07-31,40.937910984059606,48.24825286865234,40.937910984059606,48.24825286865234
2001-08-01,51.17239897247623,59.9448127746582,46.78619653346082,59.9448127746582
2001-08-02,62.86894615739362,68.7172187657778,58.48273947006781,64.33101654052734
2001-08-03,67.25515612245131,68.7172221147646,58.48274232026935,59.9448127746582
2001-08-06,58.48274144325476,74.56549835205078,58.48274144325476,74.56549835205078
2001-08-07,76.0275604895425,84.79997371791485,58.48273849487305,58.48273849487305
2001-08-08,58.48274163434489,58.48274163434489,57.02067565917969,57.02067565917969
2001-08-09,57.02067565917969,57.02067565917969,57.02067565917969,57.02067565917969
2001-08-10,62.86893844604492,62.86893844604492,61.40686824224512,62.86893844604492
2001-08-13,67.25515859339157,74.56550220976516,67.25515859339157,73.10343170166016
